25,서촌한옥마을,"경복궁에 서쪽에 있는 마을로, 조선시대에 역관이나 의원 등 중인 계급이 많이 모여 살았던 동네이다. 오랫동안 골목을 지켜온 낡은 상점들과 한옥집, 그리고 새로 생겨난 가게들의 조화로 특유의 정겨움과 소박함을 느낄 수 있다. 최근에는 다양한 팝업스토어가 서촌한옥마을에서 열리기도 하며, 한옥마을의 분위기에 맞춰 꾸며진 여러 맛집과 카페들이 즐비하다.",랜드마크
26,서울스카이,"360도로 서울의 시티뷰를 볼 수 있는 전망대로, 500m 상공 위에서 느끼는 아찔하고 스릴 넘치는 체험 시설, 다양한 전시 콘텐츠, 구름 위에서 즐기는 커피 한 잔의 여유, 다양한 기념품이 전망대에서의 경험을 더욱 특별하게 만들어준다.",랜드마크
27,김중업 건축문화의집,"1970년대 지어진 이 2층짜리 단독주택을 1986년 김중업이 한국 전통 건축을 바탕으로 집 안 곳곳에 이국적인 요소들을 가미하여 리모델링했다. 이곳은 당시 중산층의 주택 문화를 엿볼 수 있으며, 2017년 ‘서울미래유산’으로 지정되었다. ‘김중업 건축문화의집’은 우리나라와 서양의 건축 양식을 주택 안에 조화롭게 담고 있다. 2층 거실은 한옥에 주로 쓰이는 우물마루와 서까래 구조, 창호지가 발린 창문을 현대적 감각으로 풀어냈다. 그러면서도 화장실은 유럽",랜드마크
28,최만린미술관,"",랜드마크
29,그래픽,겹겹이 쌓인하얀색 원기둥이 일부 잘린 형태는 마치 새하얀 생크림으로 뒤덮인 3단 케이크 같기도 하다. 3층 높이의 거대한 크기에 창문 하나 없는 이 건물은 겉모습만 봐서는 도통 쓰임을 짐작할 수 없다. 멀리서 보면 미스터리 한 이 건물을 자세히 들여다보면 건물 외벽에 오돌토돌한 주름이 세로로 이어진 것이 보인다. 책 낱장의 결을 표현한 이 주름은 서점 ‘그래픽’의 정체성을 보여주고 있다. 웅장한 벽으로둘러싸여 내부를 짐작할 수 없던 외관처럼 ‘그래픽’ ,랜드마크
30,피겨앤그라운드,"‘피겨앤그라운드’는 건축에서 흔히 사용되는 재료인 적벽돌옷을 입고 있지만 얇은 띠를 두른 듯한 외관이 강렬한 세련미를 내뿜는다. 지어진 지 30여 년이 넘은 오래된 건축물의 특색을 남긴 채 재구성하여 리모델링 했다는 점에서 더 의미가 있다. 저층부에는 카페와 편집숍이, 상층부에는 공유 오피스가 한 건물에 함께 공존하는 ‘피겨앤그라운드’는 평일과 주말, 낮과 밤 모두 활기를 띤다.",랜드마크
31,가을단풍길(월드컵로),난지천공원을 따라 쭉 펼쳐지는 월드컵로 가을단풍길은 끝없이 펼쳐진 나무와 양옆의 푸르른 공원 뷰로 산책하기 좋은 곳이다. 특히 가을이 되면 월드컵경기장 사거리부터 구룡사거리까지  알록달록한 단풍들이 길을 더욱 아름답게 만들어준다. ,랜드마크
32,남산서울타워,"도심 속 로맨틱 아일랜드로 입지를 굳힌 남산서울타워는 예로부터 백년해로의 길지로 널리 알려진 남산(262m) 정상에 위치한 높이 236.7m의 탑으로, 해발 480m 위치에서 서울시를 360도 파노라마 뷰로 조망할 수 있는 최고의 전망을 자랑한다. 외국인이 선택한 관광 명소 1위로 꼽힌 바 있는 서울의 상징이자, 영원한 사랑을 꿈꾸는 전세계 연인들의 로맨스 성지이다. 연인들을 위한 로맨틱한 체험 콘텐츠 '사랑의 자물쇠'와 '하트 의자'가 큰 인기이다.
",랜드마크
33,북촌한옥마을,"북촌한옥마을은 600년 수도의 역사를 자랑하듯 전통 한옥들이 즐비한 동네로 보통 경복궁에서 창덕궁에 이르는 지역을 가리킨다. 무엇보다 지금도 사람들이 실생활 공간으로 삼고 있는 생활한옥촌이라는 점이 특색이다. 그 가운데 옛 한옥의 정취를 가장 잘 느껴볼 수 있는 지역은 아무래도 가회동 인근이다. 북촌한옥마을은 우리 전통 한옥의 매력이 재발견되면서 서울의 여행지로 많은 사람들의 사랑을 받고 있다. 한옥 갤러리나 전통 공방, 한옥을 개조한 한옥 레스토랑도 ",랜드마크
34,청와대,"서울 종로구에 자리해 있는 청와대는 대한민국 대통령의 관저이다. 본관에는 대통령 집무실, 접견실, 회의실, 주거실 등이 있다. 부속건물로는 비서실, 경호실, 춘추관, 영빈관, 북악산과 연결된 후원과 연못이 있다. 관람 희망일 6개월 전부터 최소 20일 전까지 사전 방문 신청해야 한다.",랜드마크
35,1898 명동성당,"소통과 나눔을 실천하는 복합문화공간 

‘1898 myeongdong cathedral(명동대성당)’은 많은 이들과 소통하고 나눔을 실천하고자 만들어진 복합문화공간이다. 1898년, 종현언덕에 최초로 빨간 벽돌로 만들어진 명동성당의 건축적 고딕양식을 이어받아 현대적으로 재해석하여 입체적으로 표현된 천정의 모습이 친근하지만 신선한 모습이다. 아늑한 햇살처럼 비춰지는 천정 조명 아래에서면 행복하고 특별한 느낌이 드는 따스한 공간은, 많은 이들의 쉼터가 되고",랜드마크
36,남산서울타워 야경,"남산서울타워에서 내려다보이는 야경은 서울을 대표하는 10대 한류 명소로 손꼽힌다. 별에서 온 그대를 비롯한 각종 인기 드라마와 예능 프로그램에도 자주 등장하는 장소다. 많은 커플이 변치 않을 사랑을 약속하며 철제 난간에 걸어놓은 수천 개의 자물쇠를 볼 수 있다.

<관련 콘텐츠 정보 보기>
남산서울타워
남산공원
가을의 경치와 함께 하는 전망 좋은 카페",랜드마크
37,롯데월드타워,"글로벌 상징성과 한국의 전통미, 인간과 기술, 첨단과 자연이 공존하는 롯데월드타워는 하나의 건축물에 도시생활의 모든 것을 구현한 수직도시이다. 

555m, 123층의 거대한 수직도시 롯데월드타워에는 국내 최고 높이(500m) 전망대인 서울스카이(SEOUL SKY), 국내 최고 수준의 호텔 시그니엘서울(SIGNIEL SEOUL), 프리미엄 헬스케어센터와 피트니스센터, 파이낸스센터가 입점한 포디엄이(PODIUM) 위치하여 그 높이만큼 특별한 가치를 경험할",랜드마크
38,서울로7017,"서울로7017은 70년에 만들어진 서울역고가가 안전에 문제점이 도출되면서 철거가 될 상황에 놓여지게 되었는데 이를 서울의 관문이자 지역재생의 촉매제 역할을 담당하는 17개의 사람길로 재탄생시킨 도시재생 사업이다. 6개 구역을 잇는 공중보행로의 기능과 녹지광장을 결합하는 살아있는 식물도감이자 1km 도심전망대가 있고, 찻길에서 사람길로 재탄생했다.",랜드마크
39,아쿠아플라넷63,"아쿠아플라넷63은 63빌딩에 위치한 다양한 해양생물과 아쿠아 퍼포먼스를 함께 즐길 수 있는 아쿠아리움이다. 길목 거북이, 호주 폐어를 볼 수 있는 아쿠아밸리, 작은 발톱 수달을 볼 수 있는 수달플라넷, 수초들과 함께 물고기들을 볼 수 있는 아쿠아플라넷 가든이 있다. 이외에도 해파리, 거북이 뿐만 아니라 지하 2층으로 가면 펭귄, 매가오리, 유니콘피시 같은 다양한 물고기들을 만나볼 수 있다. 아쿠아플라넷63에서는 매일 공연을 진행하고 있는데 펭귄, 가오리",랜드마크
40,자하문터널,자하문 터널은 서울의 청운동과 부암동을 잇는 터널로 영화 기생충 촬영지로 급부상한 관광지이다. 영화에서 기택과 가족들이 비를 맞으며 이곳을 지나가는 장면이 화제가 되어 수많은 관광객들이 이곳을 방문하고 있다. ,랜드마크
41,일자산허브천문공원,"서울 강동구 둔촌동에 위치한 일자산 허브천문공원, 작지만 예쁘게 꾸며진 자연을 만끽할 수 있는 공원이다. 24시간 이용 가능한 천문대가 있으며 싱그러운 허브가 펼쳐져 있어 허브향을 맡으며 잘 가꾸어진 산책로와 조깅 코스를 통해 여유를 느낄 수 있는 공간이다. 특히 야간에는 바닥 곳곳에 설치된 수백 개의 오색 별자리를 볼 수 있어 더욱 아름답다.",랜드마크
42,익선동 한옥거리,"이비스앰배서더 인사동에서 낙원상가를 잇는 801m의 한옥 거리. 근처 인사동 거리와는 또 다르게 퓨전식으로 개조된 카페, 음식점, 각종 샵들이 자리잡고 있어서 많은 연인들이 찾는 서울 대표 데이트 코스다. 작은 거리지만 겨울이나 밤에 방문하면 더 운치 있는 곳이다.



익선동 한옥거리에 대해 자주 묻는 질문
익선동 한옥거리와 가까운 지하철역은 어디인가요?
익선동 한옥거리 주변에 가볼만한 관광 명소가 있나요?",랜드마크
43,남산케이블카,남산을 오르는 가장 손쉽고 재미있는 방법. 서울 한복판에 우뚝 솟은 N서울타워가 있는 남산 정상까지 약 3분 정도를 케이블카를 타고 이동하면서 멋진 서울의 전경을 감상할 수 있다. 가을의 단풍과 겨울의 눈쌓인 남산 등 계절감을 즐기며 이동하는 재미도 있지만 빛으로 둘러싸인 서울의 야경을 내려다보는 로맨틱한 체험도 가능하다. 남산케이블카 주차장 인근에는 맛집으로 유명한 왕돈가스와 산채비빔밥 음식점들이 있어 이용에 참고하면 좋다. 140m 길이의 긴 경사형,랜드마크
44,동대문디자인플라자 (DDP),"2006년 서울특별시청이 계획한 동대문디자인플라자(DDP)는 2014년 3월 21일 문을 열었다. DDP의 목적은 혁신과 개발의 위해 디자인적 사고를 이용하는 것이다. 또한 세계의 디자인 경향과, 21세기 창조적 지식 탄생지로서의 디자인 혁신을 소개하고 있다.


동대문디자인플라자(DDP)에 대해 자주 묻는 질문
동대문디자인플라자(DDP)는 누가 이용하는 공간인가요?
동대문디자인플라자(DDP)에 물품보관함이 있나요?
동대문디자인플라자(DDP 주차장 요금",랜드마크
45,코엑스,"이 컨벤션센터는 국제회의와 국제적 리셉션, 업무 세미나와 소규모 회의 같은 대형 이벤트를 제공하는 콘퍼런스홀이 특징이다. 2000명을 수용하는 그랜드볼룸에서는 최신 음향 및 조명 시스템과 현대식 보조 시설로 맞춤형 연회 서비스를 제공한다.",랜드마크
1918,최만린미술관,,랜드마크
46,창경궁,"창경궁은 1483년 창덕궁 동쪽에 세워진 궁으로, 성종이 정희왕후, 안순왕후, 소혜왕후를 위해 수강궁을 확장하면서 창경궁이라는 이름을 붙였다.

명정전과 문정전, 환경전, 경춘전 등 대부분의 전각이 이때 지어졌다. 창경궁은 아픈 역사가 깃든 궁이기도 하다. 1911년 일제에 의해 창경원으로 격하됐고 동물원과 식물원이 설치되었다가 1983년부터 동물원을 이전하고 이름도 다시 창경궁으로 부르기 시작했다.

이곳에는 보물 384호 홍화문, 국보 제226호이자",고궁
47,덕수궁,덕수궁에 들어가기 위해 태평로의 상징인 대한문을 지난다. 하지만 원래의 위치는 아니다. 일제에 의해 태평로가 만들어지면서 덕수궁의 크기는 줄어들었고 대한문도 뒤쪽으로 물러났다. 1968년 태평로가 확장되면서 또다시 뒤로 물러나 지금의 자리에 있게 되었다. 괜스레 너른 태평로가 무심하다. 대한문을 지나 직진하면 중화문(보물 제819호)에 이른다. 덕수궁의 정전인 중화전 입구에 해당된다. 중화전 앞에는 품계석이 도열해 있다. 궁궐 내 목조 중층 건물인 석어,고궁
48,흥인지문(동대문),"보물 제1호 흥인지문(興仁之門)은 한성부를 보호하기 위해 만든 서울 성곽의 여덟 성문 가운데 동쪽의 큰 대문에 해당한다. 동대문이라는 이름도 거기서 기인했다. 조선 태조 7년(1398)에 완성되었고 고종 6년(1869)에 개보수되었다. 흥인지문은 중앙에 홍예문을 두고 정면 5칸, 측면 2칸의 중층문루를 세워 지은 2층 건물이다. 지붕은 앞에서 볼 때 사다리꼴 모양을 한 우진각으로 되어 있다. 기둥 위의 공포는 다포양식이다. 모양새가 가늘고 연약해 보이며",고궁
49,창경궁 대온실,"서울의 4대 고궁 중 하나인 창경궁에는 1909년에 지어진 온실이 있다. 바로 창경궁 대온실인데, 서양식 건축 양식으로 설계된 한국 최초의 온실이다. 처음에는 식물원과 동물원이 함께 지어졌으며 2004년에 복원되어 원래 모습을 그대로 유지한 채 일반 시민에게 개방되었다. 이곳에서는 향나무, 팔손이나무, 꽝꽝나무 등 천연기념물 후계목과 식충식물류 등 다양한 종류의 식물들을 볼 수 있다. 대온실로 들어가기 위해서는 창경궁 입장료를 구매해 입장해서 걷다 보면",고궁
50,혜화문,"서울 성북구 동소문동에 있었던 조선시대의 성문. 조선왕조가 건국되고 5년 뒤인 1397년(태조 5)에 도성을 에워싸는 성곽을 축조하면서 함께 세워졌으며, 소문 가운데 동문과 북문 사이에 위치하였으므로 '동소문'이라고도 한다.",고궁
51,광희문,시구문(屍軀門) ·수구문(水口門)이라고도 하였으며 서소문(西小門)과 함께 시신(屍身)을 내보내던 문이다. 1719년 문루를 세워서 광희문이라는 현판을 걸었다. 그 후 1975년 도성복원공사의 일환으로 석문을 수리하고 문루를 재건하였다.,고궁
52,경희궁,"경희궁은 본래 인조의 아버지인 정원군의 집이었으나, 그 터에 왕기가 서려 있다는 말이 돌자 광해군이 이를 몰수해 궁궐을 지었다. 건립 당시만 1500칸에 이르는 대궐이었던 경희궁은 일제강점기를 거치며 가장 철저하게 파괴됐다. 일사늑약(을사조약)이 강제 체결되고 경성중학교가 들어서면서부터다.

또한 경희궁 터에는 전매국 관시를 지었고 전각들도 대부분 팔아버렸다. 1988년 복원 작업에 착수한 후에야 몇몇 전각의 이전 작업이 추진됐다. 경희궁의 흥화문도 이",고궁
53,서울 한양도성,"한양도성은 1396년 현재 서울의 도심부를 감싸고 있는 백악·낙타·목멱·인왕의 능선을 따라 처음 축조된 이후 여러 차례 개축되었다. 평균 높이 약 7~8m, 전체 길이 약 18.6km에 이르며, 현존하는 세계의 도성 중 가장 오랫동안 도성 기능을 수행했다. 한양도성에는 4대문과 4소문이 있다. 4대문은 숙정문·흥인지문·숭례문·돈의문이며, 4소문은 창의문·혜화문·광희문·소의문이다. 한양도성길은 창의문에서 혜화문에 이르는 백악 구간, 혜화문을 지나 흥인지문",고궁
54,경복궁,"경복궁은 조선 시대에 지어진 왕궁 중 가장 큰 궁궐이었다. 조선 왕조 개국 3년인 1395년에 완공된 궁궐은 390여 칸으로 한양의 중심축에 자리했다. 개국공신 정도전은 태조로부터 첫 번째 궁궐의 이름을 지으라는 명을 받았고, 고심 끝에 '새 왕조가 큰 복을 누려 번영할 것'이라는 의미로 경복궁(景福宮)이라는 이름을 붙였다. 경복궁은 5대궁인 경희궁, 덕수궁, 창경궁, 창덕궁 중 가장 큰 궁궐로 조선 왕조의 주요 궁궐 역할을 했다.
국보 제223호인 근",고궁
55,창덕궁,"창덕궁은 서울에서 두 번째로 유네스코 선정 세계문화유산으로 등재되었다. ‘동아시아 궁전 건축사에 있어 비정형적 조형미를 간직한 대표적 궁으로 주변 자연환경과의 완벽한 조화와 배치가 탁월하다’는 이유로 선정됐다. 창덕궁은 1405년 태종에 의해 세워졌으며, 오랜 시간 법궁(法宮)의 역할을 한 궁궐이다.

조선은 임진왜란을 겪으면서 경복궁과 창덕궁을 모두 잃었다. 광해군 2년(1610)에 재건된 창덕궁은 약 270년간 조선의 법궁으로 쓰였다.

창덕궁은 크",고궁
56,운현궁,"운현궁은 조선 후기 흥선대원군의 사가이다. 흥선대원군의 둘째 아들 고종이 출생하여 왕위에 오르기 전까지 성장한 곳이다. 이곳에서 대원군은 서원철폐, 경복궁 중건, 세제개혁 등 많은 사업을 추진하였다. 흥선대원군의 한옥과 양관(洋館)은 모두 사적으로 지정되어있다.",고궁
57,숭례문(남대문),"서울 도성의 남쪽 정문이라서 통칭 남대문(南大門)이라고 불린다. 1395년(태조 4)에 짓기 시작하여 1398년(태조 7)에 완성되었고, 1447년(세종 29)에 개축하였다. 이 문은 중앙부에 홍예문(虹?門)을 낸 거대한 석축기단 위에 섰으며, 현존하는 한국 성문 건물로서는 가장 규모가 크다. 1962년 12월 20일 국보 제1호로 지정되었다. 현존하는 서울의 목조건물(木造建物) 중 가장 오래된 건물로, 2008년 2월 10일에 발생한 화재로 2층 문루",고궁
59,홍지문 탕춘대성,홍지동에 자리한 탕춘대성의 성문인 홍지문은 조선시대 숙종 41년에 서울 도성과 북한산성을 보완하기 위해 세워졌다. 한성의 북쪽에 있다 하여 한북문이라고도 불렸다. 숙종이 친필로 홍지문이라는 편액을 하사하였기 때문에 공식적인 명칭이 홍지문이 되었다.,고궁
60,창의문,"서울 성곽의 4소문 중 하나로 북문 또는 자하문으로도 불리는 창의문은 서울 종로구 청운동에 자리해있는 조선시대 성문이다. 인조반정 당시 반란군이 이곳을 통해 입성해 반정에 성공한 것으로 유명하다. 현재 문 서쪽으로 도로가 생겨 통행로로 이용되고 있지만, 창의문은 닫혀 있다.",고궁
61,정동극장,"정동극장은 문화체육관광부 산하 공공 공연장으로, 한국 전통의 춤사위, 장단과 선율, 민속놀이가 함께 어우러진 종합 공연물을 제작하여 상연하는 전통공연장이다. 
 정동극장은 우리나라 최초의 근대식 극장 원각사를 복원하고자 하는 이념 아래 탄생했다. 지상 2층과 지하 3층의 규모로, 전통예술의 명인 특별기획전부터 젊은 아티스트들을 위한 전시까지 다양하게 준비돼 있다. 또한, 학생 대상의 ‘하루 동안의 문화여행’이라는 문화 프로그램도 있다. 
  ",역사적 장소
62,국립 4.19민주묘지,"북한산을 배경으로 한 4·19 민주묘지는 4·19혁명 때 희생된 분들의 합동분묘로서, 이들을 기리는 기념탑이세워져 있고, 전시공간인 4.19 혁명 기념관이 자리 잡고있다. 4·19 혁명은 민주주의에 대한 열망을 그대로 드러낸 일대 사건으로 이때 목숨을 잃은 185명의 영혼이 이곳에 고이 안장되어 있다. 이곳은 해마다 4월 19일 전후해서 수많은 사람의 발걸음이 이어지는 명소 중 하나이다.",역사적 장소
63,남산골 한옥마을,충무로의 대로변에서 100미터 남짓 지나면 예스런 한옥마을과 자연 공원이 등장한다. 조선시대의 한옥 다섯 채를 이전해 조성한 남산골 한옥마을이다. 남산골 한옥마을은 골짜기를 만들어 물이 흐르게 하고 전통 조경을 되살렸다. 그 너머로 남산이 병풍처럼 마을을 둘러 한층 운치 있다. 물론 초입의 한옥촌도 빠질 수 없다. 남산골 한옥마을의 한옥들은 원래 남촌에 있던 것들은 아니다. 1998년 한옥마을을 조성하면서 제각기 흩어져 있던 5채의 전통 가옥을 이전했다,역사적 장소
64,종묘,왕의 위패를 모시고 제를 올리는 종묘는 조선의 역사에 더없이 중요한 장소였다. 임금이 새로 왕위에 오르면 가장 먼저 종묘와 사직에 나아가 절을 하며 제사를 드렸다. 종묘는 단순한 구조의 재실을 길게 연결해 장엄한 엄숙미를 연출한다. 이곳에서 지내는 제사인 종묘대제(宗廟大祭)는 삼국 시대부터 있었던 국가적인 행사로 국가 통치 질서의 기본이었다. 종묘제례는 1975년 중요무형문화재 제56호로 지정되었고 유네스코는 1995년 종묘를 세계문화유산으로 지정하였다,역사적 장소
65,선정릉(선릉),선릉은 서울 시민들에게 가장 귀에 익은 능이다. 지하철 선릉역이 지나는 까닭이다. 임금의 능이기도 하지만 점심시간 전후로는 직장인들의 공원 역할도 한다. 그래서 사적 제199호인 선릉은 삼릉공원이라고도 불린다. 선릉은 조선조 9대 임금인 성종의 능과 계비인 정현왕후의 능을 말한다. 하지만 선릉에는 두 사람의 아들인 중종의 능도 있다. 중종의 무덤은 정릉이라 한다. 왜 ‘삼릉’인지를 설명해주는 대목이다. 이렇듯 역사의 체험과 피크닉을 한 장소에서 누릴 수,역사적 장소
66,보신각(상설타종행사),"보신각은 서울 종로구 종로 2가에 있는 종각으로 서울보신각종을 걸어 놓기 위해 만든 것이다. 지금 보신각에 걸려있는 종은 1986년 제작된 ‘서울대종’이며, 매년 새해 첫날 한 해의 시작을 알리는 용도로 쓰인다.",역사적 장소
67,정릉,"정릉은 태조의 계비 신덕왕후의 능으로, 극진히 사랑했던 신덕왕후가 갑자기 승하하자 태조는 도성 안 덕수궁 뒤편에 능역을 조성했다. 강씨의 봉분 우측에 훗날 자신이 묻힐 자리까지 함께 마련하여 능호를 정릉으로 정하였던 것이다. 실제로 정릉은 다른 왕릉과 비교했을 때 석물이 빈약하다. 병풍석이나 난간석은 봉분에서 사라지고 4각 장명등, 고석, 상석 등만이 원래의 것으로 추정된다. 장명등의 경우 생김새가 독특한데, 고려 시대 공민왕릉의 양식을 따른 것으로 조",역사적 장소
68,환구단(원구단),"환구단은 하늘에 천자가 제사를 드리는 제천단이다. 서울특별시 중구에 있는 조선시대 제단으로 1967년 사적 제157호로 지정된 바 있다. 조선시대 고종 광무 원년에 조성된 환구단은 다른 이름으로 환단이라고도 불렸으며, 최근 환구단의 명칭을 원구단으로 통일하였다.",역사적 장소
69,성균관 명륜당,"성균관 유생들에게 학문을 가르치던 강당이었던 성균관 명륜당은 현재 성균관대 안에 위치하고 있다. 삼강오륜 등 ‘인륜을 밝히는 성균관의 명륜당이 자리’한 데서 붙여진 이름이라고 한다. 성균관 명륜당 은행나무는 천연기념물 제59호로 아름답기로 유명하다.


성균관 명륜당에 대해 자주 묻는 질문
성균관 명륜당 입장료가 있나요?
성균관 명륜당은 상시 개방되어있나요?",역사적 장소
70,정동길,"정동길 하면 떠오르는 이미지들이 몇 개 있다. 서울에 몇 안 남은 고풍스러운 동네, 사람으로 들끓지 않고 여유로운 분위기를 잘 지킨 동네, 산책하기 좋은 동네 등등. 모두 맞는 말이다. 하지만 정동길에는 개화기에서 근대 초기에 이르기까지 우리의 역사를 관통하는 유서 깊은 건물들도 많이 남아 있다. 정동길은 근대 서구 열강들의 영사관들이 밀접했던 장소다. 러시아 대사관, 미국 대사관, 독일 대사관, 영국 대사관 등이 정동길을 따라 자리했다. 정동교회와 이",역사적 장소
71,대각사,창덕궁 후원 앞에 위치한 대각사는 1911년 창건되었다. 불교 포교단체 중 하나인 대각회의 사찰이다. 용성스님의 제자들이 스님의 창립 정신과 대각사상을 드러내기 위해 설립한 것으로 알려져 있다. 1986년 대각사 내의 건물을 철거하고 신축건물을 지었다고 한다.,역사적 장소
72,영휘원 숭인원(홍릉),청량리동에 위치한 조선 제26대 왕 고종 후비 선헌귀비 엄씨의 묘소인 영휘원은 1991년 사적 제361호로 지정되었다. 영휘원 내에 위치한 숭인원은 의민황태자의 아들 원손 이진의 무덤이라고 한다. 1919년 고종이 죽었을 때 경기도 남양주시 금곡동으로 묘를 옮겼기 때문에 홍릉이라고 불린다.,역사적 장소
73,사육신공원,"사육신공원은 한강대교와 노량진역 언덕에 있는 서울특별시 유형문화재 8번 사육신묘를 가꾸어 만들어졌다. 사육신묘는 조선 제6대 왕 단종을 쫓아내고 왕위에 오른 세조에 반대하던 일곱 충신 성삼문, 박팽년, 하위지, 이 개, 유성원, 유응부, 김문기를 모신 곳이다.",역사적 장소
